Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Pronolagus_rupestris,Lagomorpha,Leporidae,Pronolagus,rupestris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1754,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pronolagus_saundersiae,Lagomorpha,Leporidae,Pronolagus,saundersiae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1620,Reported,"Happold DCD (2013) Mammals of Africa, Volume III. Pp 717. D. C. D. Happold 2013. Pronolagus_saundersiae",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Propithecus_candidus,Primates,Indriidae,Propithecus,candidus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5750,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Propithecus_coquereli,Primates,Indriidae,Propithecus,coquereli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3900,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propithecus_coronatus,Primates,Indriidae,Propithecus,coronatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3900,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Propithecus_deckenii,Primates,Indriidae,Propithecus,deckenii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4e3,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propithecus_diadema,Primates,Indriidae,Propithecus,diadema,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5250,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propithecus_edwardsi,Primates,Indriidae,Propithecus,edwardsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5750,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propithecus_perrieri,Primates,Indriidae,Propithecus,perrieri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4350,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propithecus_tattersalli,Primates,Indriidae,Propithecus,tattersalli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3500,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propithecus_verreauxi,Primates,Indriidae,Propithecus,verreauxi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3250,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Propleopus_oscillans,Diprotodontia,Hypsiprymnodontidae,Propleopus,oscillans,1,0,0,0,Imputed,PHYLACINE 1.2,4e4,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,15,80,5,Estimated Craniodental Species,"Ride, W. D. L., et al. 1996. Towards a biology of Propleopus oscillans (Marsupialia: Propleopinae, Hypsiprymnodontidae). Proceedings of the Linnean Society of New South Wales 117:243-328."
Propraopus_punctatus,Cingulata,CingulataFam,Propraopus,punctatus,1,0,0,0,Imputed,PHYLACINE 1.2,27250,As relative of suggested similar size,Based on Journal of Vertebrate Paleontology 28: 197-207 (2008) all four species of similar size,Mean of Dasypus_bellus and Dasypus_kappleri,NA,Occurs on mainland,EP,Yes,23,4,73,Imputed 000 Species,PHYLACINE 1.2
Propraopus_sulcatus,Cingulata,CingulataFam,Propraopus,sulcatus,1,0,0,0,Imputed,PHYLACINE 1.2,27250,As relative of suggested similar size,Based on Journal of Vertebrate Paleontology 28: 197-207 (2008) all four species of similar size,Mean of Dasypus_bellus and Dasypus_kappleri,NA,Occurs on mainland,EP,Yes,23,4,73,Imputed 000 Species,PHYLACINE 1.2
Prosciurillus_abstrusus,Rodentia,Sciuridae,Prosciurillus,abstrusus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,79.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prosciurillus_leucomus,Rodentia,Sciuridae,Prosciurillus,leucomus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,128,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prosciurillus_murinus,Rodentia,Sciuridae,Prosciurillus,murinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,72.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prosciurillus_rosenbergii,Rodentia,Sciuridae,Prosciurillus,rosenbergii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,222.6,Assumed isometric based on head-body length,Journal of Mammalogy 89: 852-873 (2008),Prosciurillus_leucomus,Journal of Mammalogy 89: 852-873 (2008),Occurs only on isolated islands,LC,No,99,1,0,Imputed 000 Species,PHYLACINE 1.2
Prosciurillus_weberi,Rodentia,Sciuridae,Prosciurillus,weberi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,132.9,Assumed isometric based on head-body length,Journal of Mammalogy 89: 852-873 (2008),Prosciurillus_leucomus,Journal of Mammalogy 89: 852-873 (2008),Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proteles_cristata,Carnivora,Hyaenidae,Proteles,cristata,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Protemnodon_anak,Diprotodontia,Macropodidae,Protemnodon,anak,1,0,0,0,Imputed,PHYLACINE 1.2,131e3,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557."
Protemnodon_brehus,Diprotodontia,Macropodidae,Protemnodon,brehus,1,0,0,0,Imputed,PHYLACINE 1.2,11e4,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557."
Protemnodon_hopei,Diprotodontia,Macropodidae,Protemnodon,hopei,1,0,0,0,Imputed,PHYLACINE 1.2,45e3,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557."
Protemnodon_nombe,Diprotodontia,Macropodidae,Protemnodon,nombe,1,0,0,0,Imputed,PHYLACINE 1.2,4e4,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557."
Protemnodon_roechus,Diprotodontia,Macropodidae,Protemnodon,roechus,1,0,0,0,Imputed,PHYLACINE 1.2,166e3,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557."
Protemnodon_tumbuna,Diprotodontia,Macropodidae,Protemnodon,tumbuna,1,0,0,0,Imputed,PHYLACINE 1.2,5e4,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: no evidence for environmental change as cause of extinction. Austral Ecology 29:553-557."
Protochromys_fellowsi,Rodentia,Muridae,Protochromys,fellowsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,81,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Protocyon_troglodytes,Carnivora,Canidae,Protocyon,troglodytes,1,0,0,0,Imputed,PHYLACINE 1.2,16e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EP,Yes,0,100,0,Estimated Isotopes Species,"Prevosti, F. J., et al. 2013. First taxon date and stable isotopes (Delta 13C, Delta 15N) for the large hypercarnivorous South American canid Protocyon troglodytes (Canidae, Carnivora). Quaternary Interational 305:67-73."
Protopithecus_brasiliensis,Primates,Atelidae,Protopithecus,brasiliensis,1,0,0,0,Imputed,PHYLACINE 1.2,24850,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs on mainland,EP,Yes,86,7,7,Imputed 000 Species,PHYLACINE 1.2
Protoxerus_aubinnii,Rodentia,Sciuridae,Protoxerus,aubinnii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,350,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Protoxerus_stangeri,Rodentia,Sciuridae,Protoxerus,stangeri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,621.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Psammomys_obesus,Rodentia,Muridae,Psammomys,obesus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,369.6,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Psammomys_vexillaris,Rodentia,Muridae,Psammomys,vexillaris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,143.1,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pseudantechinus_bilarni,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,30,0,70,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pseudantechinus_macdonnellensis,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,32.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pseudantechinus_mimulus,Dasyuromorphia,Dasyuridae,Pseudantechinus,mimulus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,17,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,NT,No,0,10,90,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pseudantechinus_ningbing,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pseudantechinus_roryi,Dasyuromorphia,Dasyuridae,Pseudantechinus,roryi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,23.5,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
